id,bookTitle,page,bookID,bookType,anchorText,itemType,date,author,language
32,Émile ou de l'éducation,209,https://derridas-margins.princeton.edu/titles/88/,Book,"Dans le míÈme livre, il est aussi question deŒæŒ‚ suppléer en gagnant de vitesse sur l'expérienceŒæŒé (p. 437), et de l'ŒæŒ‚ŒæespritŒæŒé qui Œ‚ŒæsuppléeŒæŒé les Œ‚Œæforces physiquesŒæŒé (p. 183).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,209,https://derridas-margins.princeton.edu/titles/88/,Book,"Dans le míÈme livre, il est aussi question deŒæŒ‚ suppléer en gagnant de vitesse sur l'expérienceŒæŒé (p. 437), et de l'ŒæŒ‚ŒæespritŒæŒé qui Œ‚ŒæsuppléeŒæŒé les Œ‚Œæforces physiquesŒæŒé (p. 183).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,252,https://derridas-margins.princeton.edu/titles/88/,Book,"De míÈme l'enfant devient homme en s'ouvrant au Œ‚Œæsentiment de la mortŒæŒé (*Emile*, p. 20).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,406,https://derridas-margins.princeton.edu/titles/88/,Book,"De míÈme que le concept ne retient que le comparable des choses diverses, de míÈme que la monnaie donne Œ‚Œæmesure communeŒæŒé à des objets incommensurables pour les constituer en marchandises, de míÈme l'écriture alphabétique transcrit dans un système de signifiants arbitraires et communs des signifiés hétérogènesŒæ: les langues vivantes.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,248,https://derridas-margins.princeton.edu/titles/88/,Book,"Elle commence ainsiŒæ:ŒæŒ‚ŒæLes femmes en général n'aiment aucun art, ne se connaissent à aucun et n'ont aucun génie...ŒæŒé Œ‚ŒæDans l'union des sexes... l'un doit íÈtre actif et fort, l'autre passif et faibleŒæŒé (*Emile*, p. 446).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,241,https://derridas-margins.princeton.edu/titles/88/,Book,Et *l'Emile* dira qu'ŒæŒ‚Œæil est dans l'ordre de la nature que la femme obéisse à l'hommeŒæŒé (p. 517).,book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,246,https://derridas-margins.princeton.edu/titles/88/,Book,"Et ce supplément est bien l'économie de la vie des hommesŒæ:ŒæŒ‚ŒæLeur intempérance naturelle conduirait les hommes à la mortŒæ; parce qu'elle contient leurs désirs, la pudeur est la vraie morale des femmesŒæŒé.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,246,https://derridas-margins.princeton.edu/titles/88/,Book,Il s'agit bien de savoir si les hommes vont se laisser Œ‚Œætraí¬ner à la mortŒæŒé (p. 447) par le nombre et l'intempérance des femmes.,book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,403,https://derridas-margins.princeton.edu/titles/88/,Book,"L'abí¬me, c'est le creux qui peut rester ouvert entre la défaillance de la nature et le *retard du supplément*Œæ: Œ‚ŒæLe temps des plus honteux dérèglements et des plus grandes misères de l'homme fut celui oí_ de nouvelles passions ayant étouffé les
sentiments naturels, l'entendement humain n'avait pas fait encore assez de progrès pour suppléer par les maximes de la sagesse aux mouvements de la nature.ŒæŒé",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,203,https://derridas-margins.princeton.edu/titles/88/,Book,"Le premier chapitre de *l'Emile* annonce la fonction de cette pédagogie. Bien que la sollicitude maternelle ne se supplée point, Œ‚Œæil vaut mieux que l'enfant suce le lait d'une nourrice en santé, que d'une mère gí¢tée, s'il avait quelque nouveau mal à craindre du míÈme sang dont il est forméŒæŒé (*ibid*).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,373,https://derridas-margins.princeton.edu/titles/88/,Book,"Les Epicuriens sont loués de l'avoir reconnu mais critiqués d'avoir prétendu que Œ‚Œæles jugements que nous faisions sur nos sensations n'étaient jamais fauxŒæŒé. Œ‚ŒæNous sentons nos sensations, mais nous ne sentons pas nos jugements.ŒæŒé",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,317,https://derridas-margins.princeton.edu/titles/88/,Book,"Naturellement, Rousseau ne se demande pas ici ce que veut dire Œ‚ŒæmoyenŒæŒé ou Œ‚ŒæinstrumentŒæŒé, ni, comme il le fait dans *l'Emile* (p. 160), si la voix ne serait pas une sorte de mouvement.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,141,https://derridas-margins.princeton.edu/titles/88/,Book,"Nous avons un organe qui répond à l'ouí¿e, savoir, celui de la voixŒæ; nous n'en avons pas de míÈme qui réponde à la vue, et nous ne rendons pas les couleurs comme les sons. C'est un moyen de plus pour cultiver le premier sens, en exerí_ant l'organe actif et l'organe passif l'un par l'autre.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,355,https://derridas-margins.princeton.edu/titles/88/,Book,"On comparera cette description de la fíÈte à celle de la *Lettre à d'Alembert* et, plus précisément en ce qui touche au temps, à celle de l'*Emile*. Œ‚ŒæNous serions nos valets pour íÈtre nos maí¬tres, chacun serait servi par tousŒæ; le temps passerait sans le compterŒæŒé (p. 440).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,416,https://derridas-margins.princeton.edu/titles/88/,Book,"On en rapprochera ce passage de *l'Emile*Œæ: Œ‚Œæ...Œæle printemps venu, la neige fond et le mariage resteŒæ; il y faut penser pour toutes les saisons.ŒæŒé (p. 570).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,209,https://derridas-margins.princeton.edu/titles/88/,Book,"On lit dans *l'Emile* (L. IV)Œæ:ŒæŒ‚ŒæS'il connaí¬t une fois ce dangereux supplément, il est perduŒæŒé.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,324,https://derridas-margins.princeton.edu/titles/88/,Book,"On retrouve tous ces exemples, dans des termes voisins, au livre IV de *l'Emile*. Il s'agit de louer, dans l'éloquence antique, l'économie de la paroleŒæ:ŒæŒ‚ŒæCe qu'on disait le plus vivement ne s'exprimait pas par des mots, mais par des signesŒæ; on ne le disait pas, on le montrait. L'objet qu'on expose aux yeux ébranle l'imagination, excite la curiosité, tient l'esprit dans l'attente de ce qu'on va direŒæ: et souvent cet objet seul a tout dit. Thrasybule et Tarquin coupant des tíÈtes de pavots, Alexandre appliquant son sceau... etc... Quel circuit de paroles eíét aussi bien rendu les míÈmes idées?ŒæŒé (p. 400).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,414,https://derridas-margins.princeton.edu/titles/88/,Book,"On sait que Rousseau a inlassablement dénoncé le *masque*, de la *Lettre à d'Alembert* à la *Nouvelle Héloí¿se*. Une des tí¢ches de la pédagogie consiste míÈme à neutraliser l'effet des masques sur les enfants. Car ne l'oublions pas, Œ‚Œætous les enfants ont peur des masquesŒæŒé. (*Emile*, p. 43.) La condamnation de l'écriture est aussi, comme il va de soi, une condamnation ambiguí‚ du masque.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,145,https://derridas-margins.princeton.edu/titles/88/,Book,"Parlerai-je à présent de l'écritureŒæ? Non, j'ai honte de m'amuser à ces niaiseries dans un traité de l'éducation.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,17,https://derridas-margins.princeton.edu/titles/86/,Book,"plus fondamentale que celle qui, avant cette conversion, passait pour le simple Œ‚Œæsupplément à la paroleŒæŒé (Rousseau).",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,197,https://derridas-margins.princeton.edu/titles/88/,Book,"Que de voix vont s'élever contre moiŒæ! J'entends de loin les clameurs de cette fameuse sagesse qui nous jette incessamment hors de nous, qui compte toujours le présent pour rien, et, poursuivant sans relí¢che un avenir qui fuit à mesure qu'on avance, à force de nous transporter oí_ nous ne sommes pas, nous transporte oí_ nous ne serons jamais.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,373,https://derridas-margins.princeton.edu/titles/86/,Book,que le manuscrit autographe avait remplacé par celui-ciŒæ: Œ‚ŒæJe dis qu'il est impossible que nos sens nous trompent car il est toujours vrai que nous sentons ce que nous sentons.ŒæŒé,book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,406,https://derridas-margins.princeton.edu/titles/88/,Book,"Si Œ‚Œæles signes font négliger les chosesŒæŒé, comme le dit *l'Emile* parlant de la monnaie, alors l'oubli des choses est le plus grand dans l'usage de ces signes parfaitement abstraits et arbitraires que sont l'argent et l'écriture phonétique.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,234,https://derridas-margins.princeton.edu/titles/88/,Book,"Si le représentant peut avoir une efficace, parfois néfaste, sur le représenté, et si l'enfant ne doit et ne peut Œ‚Œæapprendre à parler qu'une langueŒæŒé, c'est que Œ‚Œæchaque chose peut avoir pour lui mille signes différentsŒæ; mais chaque idée ne peut avoir qu'une formeŒæŒé.",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,373,https://derridas-margins.princeton.edu/titles/88/,Book,"Sur ce point, la doctrine de Rousseau est très cartésienne. Elle s'interprète elle-míÈme comme une justification de la nature. Les sens, qui sont naturels, ne nous trompent jamais. C'est notre jugement qui, au contraire, nous égare et trompe la nature. Œ‚ŒæJamais la nature ne nous trompeŒæ; c'est toujours nous qui nous trompons.ŒæŒé Passage de *l'Emile* (p. 237)",book,1762,"Rousseau, Jean-Jacques",fr
32,Émile ou de l'éducation,357,https://derridas-margins.princeton.edu/titles/88/,Book,"Tant que l'inceste est permis, il n'y a pas d'inceste, bien síér, mais il n'y a pas davantage de passion amoureuse. Les rapports sexuels se limitent aux besoins de la reproductionŒæ; ou bien ils n'existent pas du toutŒæ: c'est la situation de l'enfant selon *l'Emile*. Mais Rousseau dirait-il des rapports de l'enfant avec sa mère ce qu'il dit ici de ses rapports avec sa sÅñurŒæ? Il est vrai que la mère est bien absente de *l'Emile*. Œ‚ŒæL'enfant élevé selon son í¢ge est seul. Il ne connaí¬t d'attachements que ceux de l'habitudeŒæ; il aime sa sÅñur comme sa montre, et son ami comme son chien. Il ne se sent d'aucun sexe, d'aucune espèceŒæ: l'homme et la femme lui sont également étrangers.ŒæŒé (p. 256).",book,1762,"Rousseau, Jean-Jacques",fr
33,Encyclopédie,39,https://derridas-margins.princeton.edu/titles/109/,Book,"Œ‚ŒæC'est seulement à l'exégétisme de la culture spirituelle chinoise que convient l'écriture hiéroglyphique de ce peuple. Ce type d'écriture est d'ailleurs la part réservée à la fraction la plus étroite d'un peuple, celle qui détient le domaine exclusif de la culture spirituelleŒæŒé Œ‚ŒæUne écriture hiéroglyphique exigerait une philosophie aussi exégétique que l'est en général la culture des ChinoisŒæŒé (*ibid*).",book,1966,Novalis,fr
33,Encyclopédie,40,https://derridas-margins.princeton.edu/titles/109/,Book,"Œ‚ŒæCette situation, la notation analytique des représentations dans l'écriture hiéroglyphique, qui a séduit Leibniz jusqu'à lui faire préférer à tort cette écriture à l'écriture alphabétique, contredit plutíÇt l'exigence fondamentale du langage en général, à savoir le nomäó_ŒæŒé Œ‚Œæäó_Œætoute différence (*Abweichung*) dans l'analyse produirait une autre formation du substantif écrit.ŒæŒé",book,1966,Novalis,fr
33,Encyclopédie,38,https://derridas-margins.princeton.edu/titles/109/,Book,"Œ‚ŒæIl s'ensuit qu'apprendre à lire et à écrire une écriture alphabétique doit íÈtre regardé comme un moyen de culture infin (*unendliches Bildungsmittel*) que l'on n'apprécie pas assezŒæ; parce qu'ainsi l'esprit s'éloignant du concret sensible, dirige son attention sur le moment plus formel, le mot sonore et ses éléments abstraits, et contribue de manière essentielle à fonder et à purifier dans le sujet le sol de l'intériorité.ŒæŒé",book,1966,Novalis,fr
33,Encyclopédie,39,https://derridas-margins.princeton.edu/titles/109/,Book,"Œ‚ŒæL'habitude acquise supprime aussi plus tard la spécificité de l'écriture alphabétique, à savoir de paraí¬tre, dans l'intéríÈt de la vue, un détour (*Umweg*) par l'ouí¿e pour parvenir aux représentations, et en fait pour nous une écriture hiéroglyphique, en sorte qu'en en usant, nous n'avons pas besoin d'avoir présente à la conscience la médiation des sons.ŒæŒé",book,1966,Novalis,fr
33,Encyclopédie,39,https://derridas-margins.princeton.edu/titles/109/,Book,"Œ‚ŒæOutre que par la pratique qui transforme en hiéroglyphes cette écriture alphabétique, *se conserve* [nous soulignons] l'aptitude à l'abstraction acquise au cours d'un tel exercice, la lecture des hiéroglyphes est pour soi-míÈme une lecture sourde et une écriture muette (*ein taubes Lesen und ein stummes Schreiben*). Ce qui est audible ou temporel, ce qui est visible ou spatial ont chacun leur propre fondement et ils sont en premier lieu d'égale valeurŒæ; mais dans l'écriture alphabétique il n'y a qu'un fondement et cela suivant une relation réglée, à savoir que la langue visible se rapporte seulement comme un signe à la langue sonoreŒæ; l'intelligence s'exprime de manière immédiate et inconditionnée par la parole Œé (*ibid.*).",book,1966,Novalis,fr
33,Encyclopédie,165,https://derridas-margins.princeton.edu/titles/70/,Book,"íó propos de Diderot, notons au passage que la séverité de son jugement sur l'écriture et le livre ne le cédait en rien à celle de Rousseau. L'article *livre* dont il fut l'auteur, dans l'*Encyclopédie*, est un réquisitoire d'une grande violence.",book,1966,Novalis,fr
33,Encyclopédie,372,https://derridas-margins.princeton.edu/titles/70/,Book,"Et après de larges citations de MarsaisŒæ: Œ‚ŒæJ'ai quelquefois ouí¿ reprocher à M. de Marsais d'íÈtre un peu prolixeŒæ; et j'avoue qu'il était possible, par exemple, de donner moins d'exemples de la *métaphore*, et de les développer avec moins d'étendueŒæ: mais qui est-ce qui ne porte point envie à une si heureuse prolixitéŒæ? L'auteur d'un dictionnaire de langue ne peut pas lire cet article de la métaphore sans íÈtre frappé de l'exactitude étonnante de notre grammairien, à distinguer le sens propre du sens figuré, et à assigner dans l'un le fondement de l'autre...ŒæŒé",book,1966,Novalis,fr
33,Encyclopédie,11,https://derridas-margins.princeton.edu/titles/109/,Book,L'écriture alphabétique est en soi et pour soi la plus intelligente.,book,1966,Novalis,fr
33,Encyclopédie,372,https://derridas-margins.princeton.edu/titles/70/,Book,"MÉTAPHORE, S.F. (gram.) Œ‚ŒæC'est, dit M. du Marsais, une figure par laquelle on transporte, pour ainsi dire, la signification
propre d'un nom (j'aimerais mieux dire d'un *mot*) à une autre signification qui ne lui convient qu'en vertu d'une comparaison qui est dans l'esprit. Un mot pris dans un sens *métaphorique* perd sa signification propre, et en prend une nouvelle qui ne se présente à l'esprit que par la comparaison que l'on fait entre le sens propre de ce mot, et ce qu'on lui compareŒæ: par exemple, quand on dit que le mensonge se pare souvent des couleurs de la vérité...ŒæŒé",book,1966,Novalis,fr
33,Encyclopédie,248,https://derridas-margins.princeton.edu/titles/108/,Book,"Novalis avait peut-íÈtre vu plus profondément et au-delà de ce que Rousseau appelle lui-míÈme, au début des *Confessions* (p. 12), son Œ‚Œæcaractère efféminéŒæŒéŒæ:ŒæŒ‚ŒæLes *philosophèmes* de Rousseau sont absolument parlant une philosophie féminine ou une théorie de la féminitéŒæŒé. *Encyclopédie*, tr. M. de Gandillac (éd. de Minuit, p. 361).",book,1966,Novalis,fr
34,Entretiens avec Claude Lévi-Strauss,177,https://derridas-margins.princeton.edu/titles/106/,Book,"Œ‚ŒæJe sais bien que les peuples que nous appelons primitifs ont souvent des capacités de mémoire tout à fait stupéfiantes, et on nous parle de ces populations polynésiennes qui sont capables de réciter sans hésitation des généalogies qui portent sur des dizaines de générations, mais cela a tout de míÈme manifestement des limites.ŒæŒé",book,1961,"Charbonnier, Georges",fr
34,Entretiens avec Claude Lévi-Strauss,147,https://derridas-margins.princeton.edu/titles/106/,Book,"Ce sont d'abord les *Tristes tropiques*, tout au long de cette Œ‚ŒæLeí_on d'écritureŒæŒé (ch. XVIII) dont on retrouve la substance théorique dans le second des *Entretiens avec Claude Lévi-Strauss* (G. Charbonnier) (*Primitifs et civilisés*). C'est aussi l'*Anthropologie structurale* (*Problèmes de méthode et d'enseignement*, notamment dans le chapitre disant le Œ‚Œæcritère de läó»authenticitéŒæŒé p. 400). Enfin, de manière moins directe, dans *La pensée sauvage*, sous un titre séduisant, *Le temps retrouvé*.",book,1961,"Charbonnier, Georges",fr
34,Entretiens avec Claude Lévi-Strauss,181,https://derridas-margins.princeton.edu/titles/106/,Book,"Cette neutralisation est très précieuseŒæ: elle autorise les thèmes a) de la relativité essentielle et irréductible dans la perception du mouvement historique (cf. *Race et histoire*), b) des différences entre le Œ‚ŒæchaudŒæŒé et le Œ‚ŒæfroidŒæŒé dans la Œ‚Œætempérature historiqueŒæŒé des sociétés (*Entretiens*, p. 43 et passim), c) des rapports entre ethnologie et histoire.",book,1961,"Charbonnier, Georges",fr
34,Entretiens avec Claude Lévi-Strauss,169,https://derridas-margins.princeton.edu/titles/106/,Book,En particulier dans les *Entretiens* avec G. Charbonnier qui n'ajoutent rien à la substance théorique de la Œ‚ŒæLeí_on d'écritureŒæŒé.,book,1961,"Charbonnier, Georges",fr
34,Entretiens avec Claude Lévi-Strauss,189,https://derridas-margins.princeton.edu/titles/106/,Book,"la nostalgie de ce qui précède cette dégradation, l'élan affectif vers les í¬lots de résistance, les petites communautés qui se sont tenues provisoirement à l'abri de la corruption (cf. à ce sujet les *Entretiens*, p. 49)",book,1961,"Charbonnier, Georges",fr
34,Entretiens avec Claude Lévi-Strauss,171,https://derridas-margins.princeton.edu/titles/106/,Book,"Sur ce thème du hasard, présent dans *Race et histoire* (pp. 256-271) et dans *La pensée sauvage*, cf. surtout les *Entretiens* (pp. 28-29) : en développant longuement l'image du joueur à la roulette, Lévi-Strauss explique que la combinaison complexe qui constitue la civilisation occidentale, avec son type d'historicité déterminée par l'usage de l'écriture, aurait très bien pu se faire dès les débuts de l'humanité, elle aurait pu se faire beaucoup plus tard, elle s'est faite à ce moment, Œ‚ il n'y a pas de raison, c'est ainsi. Mais vous me direz : ""Ce n'est pas satisfaisant."" Œé Ce hasard est déterminé aussitíÇt après comme Œ‚ acquisition de l'écriture Œé. C'est là une hypothèse à laquelle Lévi-Strauss reconnaí¬t ne pas tenir mais dont il dit qu'il Œ‚ faut d'abord l'avoir présent à l'esprit Œé. MíÈme s'il n'implique pas la croyance au hasard (cf. *La pensée sauvage*, p. 22 et p. 291), un certain structuralisme doit l'invoquer pour rapporter entre elles les spécificités absolues des totalités structurelles. Nous verrons comment cette nécessité s'est aussi imposée à Rousseau.",book,1961,"Charbonnier, Georges",fr
35,Esquisse d'une signe dans la glossématique et dans l'esthétique,84,https://derridas-margins.princeton.edu/titles/21/,Journal Article,"Et déjà, de manière très programmatique, dans les *Prolégomènes* (tr. angl. p. 114-115). Cf. aussi Ad. Stender Petersen, *Esquisse d'une théorie structurale de la littérature* ; et Svend Johansen, *La notion de signe dans la glossématique et dans l'esthétique*, in *Travaux du Cercle linguistique de Copenhague*, vol. V, 1949.",journalArticle,1949,"Stender-Petersen, Adolf",fr
36,Essai sur l'origine des connaissances humaines,381,https://derridas-margins.princeton.edu/titles/62/,Book,"A en croire le projet *d'histoire générale de l'écriture* proposé par Condillac, l'écriture n'a pas d'autre origine que la paroleŒæ: le besoin et la distance.",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,382,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚Œæ... Les faits, les lois et toutes les choses, dont il fallait que les hommes eussent connaissance, se multiplièrent si fort,
que la mémoire était trop faible pour un pareil fardeauŒæ; les sociétés s'agrandirent au point que la promulgation des lois
ne pouvait parvenir que difficilement à tous les citoyens. Il fallut donc, pour instruire le peuple, avoir recours à quelque
nouvelle voie. C'est alors qu'on imagina l'écritureŒæ: j'exposerai plus bas quels en furent les progrès...ŒæŒé (II, 1, Œ_ 73).",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,383,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæAinsi quand je dirai *que nous n'avons point d'idées qui ne nous viennent des sens*, il faut bien se souvenir que je ne parle que de l'état oí_ nous sommes depuis le péché. Cette proposition, appliquée à l'í¢me dans l'état d'innocence, ou après sa séparation du corps, serait tout à fait fausse... Je me borne donc, encore un coup, à l'état présentŒæŒé (I, 1, 8, p. 10).",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,377,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæAinsi, par le seul instinct, ces hommes se demandaient et se príÈtaient secours. Je dis *par le seul instinct*, car la
réflexion n'y pouvait encore avoir part. L'un ne disait pasŒæ: *il faut m'agiter de telle manière pour lui faire connaí¬tre ce qui m'est nécessaire, et pour l'engager à me secourir*Œæ; ni l'autreŒæ:Œæ*je vois à ses mouvements qu'il veut telle chose, je vais lui en donner la jouissance*Œæ; mais tous deux agissaient en conséquence du besoin qui les pressait davantage... Celui, par exemple, qui voyait un lieu oí_ il avait été *effrayé, imitait* les cris et les mouvements qui étaient les signes de la frayeur, pour avertir l'autre de ne pas s'exposer au danger qu'il avait couru.ŒæŒé",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,382,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæAlors l'imagination ne leur représenta que les míÈmes images qu'ils avaient déjà exprimées par des actions et par des mots, et qui avaient, dès les commencements, rendu le langage figuré et métaphorique. Le moyen le plus naturel fut donc de dessiner les images des choses. Pour exprimer l'idée d'un homme ou d'un cheval, on représenta la forme de l'un ou de l'autre, et le premier essai de l'écriture ne fut qu'une simple peinture.ŒæŒé",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,384,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæC'est vraisemblablement à la nécessité de tracer ainsi nos pensées que la peinture doit son origine, et cette nécessité a sans doute concouru à conserver le langage d'action, comme celui qui pouvait se peindre le plus aisément.ŒæŒé (Œ_ 128.)",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,389,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæEnfin un Philosophe, ne pouvant se plier aux règles de la poésie, hasarda le premier d'écrire en proseŒæŒé (Œ_ 67). Il s'agit de Œ‚ŒæPhérécyde de l'í¬le de Scyros..., le premier qu'on sache avoir écrit en proseŒæŒé.",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,385,https://derridas-margins.princeton.edu/titles/62/,Book,Œ‚ŒæL'embarras que causait l'énorme grosseur des volumes engagea à n'employer qu'une seule figure pour íÈtre le signe de plusieurs choses.ŒæŒé,book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,370,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæLa précision du style fut connue beaucoup plus tíÇt chez les peuples du nord. Par un effet de leur tempérament froid et flegmatique, ils abandonnèrent plus facilement tout ce qui se ressentait du langage d'action. Ailleurs, les influences de cette manière de communiquer ses pensées se conservèrent longtemps. Aujourd'hui míÈme, dans les parties méridionales de l'Asie, le pléonasme est regardé comme une élégance du discours. Œ_ 67. Le style, dans son origine, a été poétique...ŒæŒé (p. 149).",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,382,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæLes hommes, en état de se communiquer leurs pensées par des sons, sentirent la nécessité d'imaginer de nouveaux signes propres à les perpétuer et à les faire connaí¬tre à des personnes absentesŒæŒé(Œ_ 127).",book,1746,"Condillac, Étienne Bonnot de",fr
36,Essai sur l'origine des connaissances humaines,385,https://derridas-margins.princeton.edu/titles/62/,Book,"Œ‚ŒæMalgré les inconvénients qui naissaient de cette méthode, les peuples les plus polis de l'Amérique n'en avaient pas su inventer de meilleure. Les sauvages du Canada n'en ont pas d'autre.ŒæŒé (Œ_ 129.)",book,1746,"Condillac, Étienne Bonnot de",fr
