id,bookTitle,page,pageLoc,type,bookID,bookPg,bookType,anchorText,itemType,date,author,language
19,Dictionnaire de musique,288,c,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,"Œ‚ŒæLe principe physique de la résonnance nous offre des accords isolés et solitairesŒæ; il n'en établit pas la succession. Une succession régulière est pourtant nécessaire. Un dictionnaire de mots choisis n'est pas une harangue, ni un recueil de bons accords une pièce de musiqueŒæ: *il faut un sens, il faut de la liaison dans la musique ainsi que dans le langageŒæ; il faut que quelque chose de ce qui précède se transmette à ce qui suit, pour que le tout fasse un ensemble et puisse íÈtre appelé véritablement un*. Or la sensation composée qui résulte d'un accord parfait se résout dans la sensation absolue de chacun des sons qui le composent, et dans la sensation comparée de chacun des intervalles que ces míÈmes sons forment entre euxŒæ; *il n'y a rien au-delà de sensible dans cet accordŒæ; d'oí_ il suit que ce n'est que par le rapport des sons et par l'analogie des intervalles qu'on peut établir la liaison dont il s'agit, et c'est là le vrai et l'unique principe d'oí_ découlent toutes les lois de l'harmonie et de la modulation*. Si donc  toute *l'harmonie* n'était formée que par une succession d'accords parfaits majeurs, il suffirait d'y procéder par intervalles semblables à ceux qui composent un tel accordŒæ; car alors quelque son de l'accord précédent se prolongeant nécessairement dans le suivant, tous les accords se trouveraient suffisamment liés, et *l'harmonie* serait une au moins en ce sens. Mais, outre que de telles successions excluraient toute mélodie en excluant le genre diatonique qui en fait la base, elles n'iraient point au vrai but de l'art, puisque *la musique, étant un discours, doit avoir comme lui ses périodes, ses phrases, ses suspensions, ses repos, sa ponctuation de toute espèce*, et que l'uniformité des marches harmoniques n'offrirait rien de tout cela. Les marches diatoniques exigeaient que les accords majeurs et mineurs fussent entremíÈlés, et l'on a senti la nécessité des dissonances pour marquer les phrases et les repos. Or la succession liée des accords parfaits majeurs ne donne ni l'accord parfait mineur, ni la dissonance, ni aucune espèce de phrase, et la ponctuation s'y trouve tout-à-fait en défaut. M. Rameau voulant absolument, dans son système, tirer de la nature toute notre *harmonie*, a eu recours pour cet effet à une autre expérience de son invention...ŒæŒé (*Ibid*. L'auteur ne souligne que le mot *harmonie*.)",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,339,a,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,"Œ‚ŒæNEUME, s. f. Terme de plain-chant. La *neume* est une espèce de courte récapitulation du chant d'un mode, laquelle se fait à la fin d'une antienne par une simple variété de sons et sans y joindre aucunes paroles. Les catholiques autorisent
ce singulier usage sur un passage de saint Augustin, qui dit que, ne pouvant trouver des paroles dignes de plaire à Dieu, l'on fait bien de lui adresser des chants confus de jubilationŒæ:ŒæŒ‚ŒæCar à qui convient une telle jubilation sans paroles, si ce n'est à l'íÈtre ineffable, *lorsqu'on ne peut ni se taire, ni rien trouver dans ses transports qui les exprime, si ce n'est des sons inarticulés*Œæ?ŒæŒé (Nous soulignons.)",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,290,c,Footnote,https://derridas-margins.princeton.edu/titles/59/,,Book,"Œ‚ŒæQuand on songe que, de tous les peuples de la terre, qui tous ont une musique et un chant, les Européens sont les
seuls qui aient une *harmonie*, des accords, et qui trouvent ce mélange agréableŒæ; quand on songe que le monde a duré tant de siècles, sans que, de toutes les nations qui ont cultivé les beaux-arts, aucune ait connu cette *harmonie*Œæ; qu'aucun animal, qu'aucun oiseau, qu'aucun íÈtre dans la nature ne produit d'autre accord que l'unisson, ni d'autre musique que la mélodieŒæ; que les langues orientales, si sonores, si musicalesŒæ; que les oreilles grecques, si délicates, si sensibles, exercées avec tant d'art, n'ont jamais guidé ces peuples voluptueux et passionnés vers notre *harmonie*Œæ; que sans elle leur musique avait des effets si prodigieuxŒæ; qu'avec elle la níÇtre en a de si faiblesŒæ; qu'enfin il était réservé à des peuples du Nord, dont les organes durs et grossiers sont plus touchés de l'éclat et du bruit des voix, que de la douceur des accents et de la mélodie des inflexions, de faire cette grande découverte et de la donner pour principe à toutes les règles de l'artŒæ; quand, dis-je, on fait attention à tout cela, il est bien difficile de ne pas soupí_onner que toute notre *harmonie* n'est qu'une invention gothique et barbare, dont nous ne nous fussions jamais avisés si nous eussions été plus sensibles aux véritables beautés de l'art et à la musique vraiment naturelle. M. Rameau prétend cependant que
*l'harmonie* est la source des plus grandes beautés de la musiqueŒæ; mais ce sentiment est contredit par les faits et par la raison. Par les faits, puisque tous les grands effets de la musique ont cessé, et qu'elle a perdu son énergie et sa force depuis l'invention du contrepointŒæ; à quoi j'ajoute que les beautés purement harmoniques sont des beautés savantes qui ne transportent que des gens versés dans l'artŒæ; au lieu que les véritables beautés de la musique étant de la nature, sont et doivent íÈtre également sensibles à tous les hommes savants et ignorantsŒæ:
   Par la raisonŒæ; puisque *l'harmonie* ne fournit aucun principe d'imitation par lequel la musique, formant des images ou exprimant des sentiments, se puisse élever au genre dramatique ou imitatif, qui est la partie de l'art la plus noble, et la seule énergique, tout ce qui tient au physique des sons étant très-borné dans le plaisir qu'il nous donne, et n'ayant que très-peu de pouvoir sur le cÅñur humainŒæŒé. (*Dictionnaire*)
   Notons au passage que Rousseau reconnaí¬t deux choses qu'il nie ailleursŒæ: 1. que les beautés de la musique sont de la natureŒæ; 2. qu'il existe un chant animal, chant seulement mélodique, certes, mais par conséquent chant absolument pur. Se confirment ainsi le sens et la fonction de la contradiction dans le maniement des concepts de nature et d'animalitéŒæ: la musique, par exemple, ne devient ce qu'elle est äóîŒæhumaineŒæäóî et ne transgresse l'animalité que par ce qui la menace de mortŒæ: l'harmonie.",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,292,a,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,"Œ‚ŒæQuel est ce second principeŒæ? Il est *dans la nature* ainsi que le premierŒæ; [nous soulignonsŒæ: Rousseau reconnaí¬t que
l'harmonie, le principe contre nature, principe de mort et de barbarie, est aussi dans la nature] mais pour l'y découvrir il faut une observation plus fine, quoique plus simple, et plus de sensibilité dans l'observateur. Ce principe est le míÈme
qui fait varier le ton de la voix quand on parle, selon les choses qu'on dit et les mouvements qu'on éprouve en les
disant. C'est *l'accent* des langues qui détermine la *mélodie* de chaque nationŒæ; c'est *l'accent* qui fait qu'on parle en chantant, et qu'on parle avec *plus ou moins d'énergie*, selon que la langue a plus ou moins d'accent. Celle dont l'accent est plus marqué doit donner une *mélodie* plus vive et plus passionnéeŒæ; celle qui n'a que peu ou point d'accent ne peut avoir qu'une *mélodie* languissante et froide, sans caractère et sans expression. Voilà les vrais principes.ŒæŒé [Nous soulignons.]",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,311,a,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,"Dans l'admirable article Œ‚ŒæcopisteŒæŒé du *Dictionnaire de musique*, avec la minutie et la volubilité d'un artisan expliquant son métier à l'apprenti, Rousseau conseille de Œ‚Œæn'écrire jamais de notes inutilesŒæŒé, Œ‚Œæde ne pas inutilement multiplier les signesŒæŒé.",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,271,a,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,"Dans le *Dictionnaire de musique*, Rousseau avoue son embarras à l'article *chant*. Si le chant est bien Œ‚Œæune sorte de modification de la voix humaineŒæŒé, il est bien difficile de lui assigner une modalité absolument propre. Après avoir proposé le Œ‚Œæ*calcul des intervalles*ŒæŒé, Rousseau avance le critère fort équivoque de la Œ‚Œæ*permanence*ŒæŒé, puis celui de la mélodie comme Œ‚Œæ*imitation*... des accents de la voix parlante et passionnanteŒæŒé.",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,288,a,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,"Et pourtant, si l'on s'en tenait à l'origine du mot (Œ‚Œæoriginairement un nom propreŒæŒé) et aux Œ‚Œæanciens traités qui nous restentŒæŒé, Œ‚Œæl'*harmonie* sera-t-elle fort difficile à distinguer de la mélodie, à moins qu'on n'ajoute à cette dernière les idées de rythme et de mesure, sans lesquelles, en effet, nulle mélodie ne peut avoir un caractère déterminé, au lieu que l'*harmonie* a le sien par elle-míÈme, indépendamment de toute autre quantitéŒæŒé.",book,1776,"Rousseau, Jean-Jacques",fr
19,Dictionnaire de musique,311,c,Quotation,https://derridas-margins.princeton.edu/titles/59/,,Book,Le *Dictionnaire de musique* recommande Œ‚Œæl'exactitude des rapportsŒæŒé et la Œ‚Œænetteté des signesŒæŒé (art. *copiste*).,book,1776,"Rousseau, Jean-Jacques",fr
20,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,91,b,Citation,https://derridas-margins.princeton.edu/titles/113/,222-224,Book,"Husserl, qui critique dans *Idées I* ce concept du Œ‚ portrait Œé, montre aussi dans la *Krisis* (p. 63 sq) comment la phénoménologie doit surmonter l'opposition naturaliste, dont vivent la psychologie et les sciences de l'homme, entre l'Œ‚ expérience interne Œé et l'Œ‚ expérience externe Œé.",book,1954,"Husserl, Edmund",de
21,Die philosophische Schriften,114,b,Quotation,https://derridas-margins.princeton.edu/titles/83/,25,Book,"Œ‚ŒæCette sorte de calcul donneroit en míÈme temps une espèce d'écriture universelle, qui auroit l'avantage de celle des Chinois, parce que chacun l'entendroit dans sa propre langue, mais qui surpasseroit infiniment la chinoise, en ce qu'on la pourroit apprendre en peu de semaines, ayant les caractères bien liés selon l'ordre et la connexion des choses, au lieu que les Chinois ayant une infinité de caractères selon la variété des choses, il leur faut la vie d'un homme pour apprendre assez leur écritureŒæŒé.",NA,1890,"Leibniz, Gottfried Wilhelm",de
22,Difficile liberté,27,a,Quotation,https://derridas-margins.princeton.edu/titles/102/,44,Book,"Rabbi Eliezer a ditŒæ: Œ‚ŒæSi toutes les mers étaient d'encre, tous les étangs plantés de calames, si le ciel et la terre étaient des parchemins et si tous les humains exerí_aient l'art d'écrire äóñ ils n'épuiseraient pas la Thora apprise par moi, alors que la Thora elle-míÈme ne s'en trouve diminuée que d'autant qu'emporte la pointe du pinceau trempé dans la mer. Œé",book,1963,"Michel, Albin",fr
23,Discours de la méthode,27,c,Quotation,https://derridas-margins.princeton.edu/titles/103/,51,Book,Œ‚Œæäó_ à lire le grand livre du mondeäó_ŒæŒé,book,1637,"Descartes, René",fr
23,Discours de la méthode,27,c,Quotation,https://derridas-margins.princeton.edu/titles/104/,51,Book,Œ‚Œæäó_ à lire le grand livre du mondeäó_ŒæŒé,book,1637,"Descartes, René",fr
24,Discours sur l'économie politique,402,b,Quotation,https://derridas-margins.princeton.edu/titles/189/,250,Book,"C'est ainsi que le *Discours sur l'économie politique*, définit Œ‚Œæla volonté générale, *source et supplément* de toutes les lois, et qui doit toujours íÈtre consultée à leur défautŒæŒé (p. 250. Nous soulignons).",bookSection,1758,"Rousseau, Jean-Jacques",fr
24,Discours sur l'économie politique,403,b,Quotation,https://derridas-margins.princeton.edu/titles/189/,253,Book,"C'est alors une mauvaise nature, Œ‚Œæc'est alors qu'à la voix du devoir qui ne parle plus dans les cÅñurs, les chefs sont forcés de *substituer le cri* de la terreur ou le leurre d'un *intéríÈt* apparentŒæŒé (p. 253. Nous soulignons).",bookSection,1758,"Rousseau, Jean-Jacques",fr
24,Discours sur l'économie politique,403,a,Quotation,https://derridas-margins.princeton.edu/titles/189/,248,Book,"La volonté générale, cette Œ‚Œævoix célesteŒæŒé (*Discours sur l'économie politique*, p. 248) est donc le supplément de la nature.",bookSection,1758,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,301,d,Quotation,https://derridas-margins.princeton.edu/titles/192/,142-143,Book,"(Œ‚ŒæL'homme sauvage, livré par la nature au seul instinct, *ou plutíÇt dédommagé de celui qui lui manque peut-íÈtre par des
facultés capables d'y suppléer d'abord et de l'élever ensuite fort au-dessus* de celle-là, commencera donc par les fonctions purement animales.ŒæŒé Nous soulignons)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,344,d,Footnote,https://derridas-margins.princeton.edu/titles/192/,173,Book,*Discours*Œæ:ŒæŒ‚ŒæL'invention des autres arts fut donc nécessaire pour forcer le Genre-humain de s'appliquer à celui de l'agricultureŒæŒé (p. 173).,bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,247,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,159,Book,"A quoi le reconnaí¬t-onŒæ? En particulier à ce qu'elle ne peut s'expliquer par la rareté des femelles ou par Œ‚Œæles intervalles exclusifs durant lesquels la femelle refuse constamment l'approche du mí¢leŒæŒé, ce qui, note Rousseau, Œ‚Œærevient à la première causeŒæ; car si chaque femelle ne souffre le mí¢le que durant deux mois de l'année, c'est à cet égard comme si le nombre des femelles était moindre des cinq sixièmesŒæ: Or, aucun de ces deux cas n'est applicable à l'espèce humaine oí_ le nombre des femelles surpasse généralement celui des mí¢les, et oí_ l'on n'a jamais observé que míÈme parmi les Sauvages les femelles aient, comme celles des autres espèces, des temps de chaleur et d'exclusionŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,164,c,Footnote,https://derridas-margins.princeton.edu/titles/192/,156,Book,"Œ‚ C'est la raison qui engendre l'amour-propre, et c'est la réflexion qui le fortifie ; c'est elle qui replie l'homme sur lui-míÈme ; c'est elle qui le sépare de tout ce qui le gíÈne et l'afflige. C'est la philosophie qui l'isole ; c'est par elle qu'il dit en secret, à l'aspect d'un homme souffrant : ""Péris si tu veux ; je suis en síéreté"". Œé",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,188,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,133,Book,"Œ‚Œæíî hommeäó_ voici ton histoire, telle que j'ai cru la lire, non dans les livres de tes semblables, qui sont menteurs, mais dans la nature, qui ne ment jamais.ŒæŒé",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,350,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,162,Book,"Œ‚ŒæAprès avoir prouvé que l'Inégalité est à peine sensible dans l'état de Nature, et que son influence y est presque nulle, il me reste à montrer son origine et ses progrès dans les développements successifs de l'Esprit humain. Après avoir montré que la *perfectibilité*, les vertus sociales, et les autres facultés que l'homme Naturel avait reí_ues en puissance, ne pouvaient jamais se développer d'elles-míÈmes, qu'elles avaient besoin pour cela du concours fortuit de plusieurs causes étrangères, qui pouvaient ne jamais naí¬tre, et sans lesquelles il fíét demeuré éternellement dans sa condition primitiveŒæ; il me reste à considérer et à rapprocher les différents hasards qui ont pu perfectionner la raison humaine, en détériorant l'espèce, rendre un íÈtre méchant en le rendant sociable, et d'un terme si éloigné, amener enfin l'homme et le monde au point oí_ nous le voyonsŒæŒé (p. 162).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,346,d,Footnote,https://derridas-margins.princeton.edu/titles/192/,167,Book,"Œ‚Œæcar plus les événements étaient lents à se succéder, plus ils sont prompts à décrireŒæŒé. (p. 167. Remarque que Voltaire
avait jugée Œ‚ŒæridiculeŒæŒé. Voir la note de l'éditeur dans la Œ‚ŒæPléiadeŒæŒé.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,351,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,162-163,Book,"Œ‚ŒæCeci me dispensera d'étendre mes réflexions sur la manière dont le laps de temps compense le peu de vraisemblance
des événementsŒæ; sur la puissance surprenante des causes très légères, lorsqu'elles agissent sans relí¢cheŒæ; sur l'impossibilité oí_ l'on est d'un cíÇté de détruire certaines hypothèses, si de l'autre on se trouve hors d'état de leur donner
le degré de certitude des faitsŒæ; sur ce que deux faits étant donnés comme réels à lier par une suite de faits intermédiaires, inconnus ou regardés comme tels, c'est à l'histoire, quand on l'a, de donner les faits qui les lientŒæ; c'est à la Philosophie à son défaut, de déterminer les faits semblables qui peuvent les lierŒæ; Enfin sur ce qu'en matière d'événements la similitude réduit les faits à un beaucoup plus petit nombre de classes différentes qu'on ne se l'imagine. Il me suffit d'offrir ces objets à la considération de mes JugesŒæ: il me suffit d'avoir fait en sorte que les Lecteurs vulgaires n'eussent pas besoin de les considérerŒæŒé (pp. 162-163).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,378,b,Footnote,https://derridas-margins.princeton.edu/titles/192/,149-150,Book,"Œ‚ŒæChaque objet reí_ut d'abord un nom particulier, sans égard aux genres et aux Espèces, que les premiers Instituteurs n'étaient pas en état de distinguer... de sorte que plus les connaissances étaient bornées, et plus le Dictionnaire devint étendu... D'ailleurs les idées générales ne peuvent s'introduire dans l'Esprit qu'à l'aide des mots, et l'entendement ne les saisit que par des propositions. C'est une des raisons pourquoi les animaux ne sauraient se former de telles idées ni jamais acquérir la perfectibilité qui en dépend... Il faut donc parler pour avoir des idées généralesŒæ: car sitíÇt que
l'imagination s'arríÈte, l'esprit ne marche plus qu'à l'aide du discours. Si donc les premiers Inventeurs n'ont pu donner des noms qu'aux idées qu'ils avaient déjà, il s'ensuit que les premiers substantifs n'ont jamais pu íÈtre que des noms propres.ŒæŒé (Pp. 149-150. Voir aussi les notes de l'éditeur.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,302,c,Quotation,https://derridas-margins.princeton.edu/titles/192/,143-144,Book,"Œ‚ŒæIl me serait aisé, si cela m'était nécessaire, d'appuyer ce sentiment par les faits, et de faire voir, que chez toutes les Nations du monde les progrès de l'Esprit se sont précisément proportionnés aux besoins que les Peuples avaient reí_us de
la Nature, ou auxquels les circonstances les avaient assujettis, et par conséquent aux passions qui les portaient à pourvoir à ces besoins. Je montrerais en Egypte les arts naissants, et s'étendant avec le débordement du NilŒæ; je suivrais leurs progrès chez les Grecs, oí_ l'on les vit germer, croí¬tre et s'élever jusqu'aux Cieux parmi les Sables et Rochers de l'Attique, sans pouvoir prendre racine sur les Bords fertiles de l'EurotasŒæ; je remarquerais qu'en général les Peuples du Nord sont plus industrieux que ceux du Midi, parce qu'ils peuvent moins se passer de l'íÈtreŒæ; *comme si la Nature voulait ainsi égaliser
les choses, en donnant aux Esprits la fertilité qu'elle refuse à la Terre*.ŒæŒé (Pp. 143-144. Nous soulignons.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,250,c,Quotation,https://derridas-margins.princeton.edu/titles/192/,142,Book,"Œ‚ŒæIl y a une autre qualité très spécifique qui les distingue [l'homme et l'animal], et sur laquelle il ne peut y avoir de contestation, c'est la faculté de se perfectionnerŒæŒé (p. 142).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,237,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,154,Book,"Œ‚ŒæJe ne crois pas avoir aucune contradiction à craindre, en accordant à l'homme la seule vertu *Naturelle* qu'ait été forcé
de reconnaí¬tre le Détracteur le plus outré des vertus humaines. Je parle de la Pitié, disposition convenable à des íÈtres aussi faibles, et sujets à autant de maux que nous le sommesŒæ; vertu d'autant plus universelle et d'autant plus utile à l'homme, qu'elle *précède en lui l'usage de toute réflexion*, et si Naturelle que les BíÈtes míÈmes en donnent quelquefois des signes sensibles.ŒæŒé",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,237,d,Footnote,https://derridas-margins.princeton.edu/titles/192/,154,Book,"Œ‚ŒæJe ne crois pas avoir aucune contradiction à craindre, en accordant à l'homme la seule vertu *Naturelle* qu'ait été forcé
de reconnaí¬tre le Détracteur le plus outré des vertus humainesŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,249,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,1330-1331,Book,"Œ‚ŒæL'importance de l'élan spontané de la pitié, fondement irraisonné de la morale, a été indiqué par Rousseau dès la Préface du *Discours*Œæ; cf. p. 126 et n. 1. Dans cette partie du *Discours*, puis dans *l'Emile*, Rousseau ne cesse d'affirmer que la pitié est une vertu qui Œ‚Œæprécède l'usage de toute réflexionŒæŒé. Tel est l'état définitif de la pensée de Rousseau à ce sujet. Or l'*Essai sur l'origine des langues*, ch. IX, formule sur ce point des idées assez différentes, ce qui permettrait peut-íÈtre d'attribuer à ce texte (ou tout au moins à ce chapitre) une date antérieure à la mise au point du *Discours sur l'origine de l'inégalité*. Dans *l'Essai*, Rousseau n'admet pas la possibilité d'un élan de sympathie irréfléchie, et paraí¬t plus enclin à soutenir l'idée hobbienne de la guerre de tous contre tousŒæ:ŒæŒ‚ŒæIls n'étaient liés par aucune idée de fraternité communeŒæ; et, n'ayant aucun arbitre que la force, ils se croyaient ennemis les uns des autres... Un homme abandonné seul sur la face de la terre, à la merci du genre humain, devait íÈtre un animal féroce... Les affections sociales ne se développent en nous qu'avec nos lumières. La pitié, bien que naturelle au cÅñur de l'homme, resterait éternellement inactive sans l'imagination qui la met en jeu. Comment nous laissons-nous émouvoir à la pitiéŒæ? En nous transportant hors de nous-míÈmesŒæ; en nous identifiant
avec l'íÈtre souffrant. Nous ne souffrons qu'autant que nous jugeons qu'il souffre... Celui qui n'a jamais réfléchi ne peut
íÈtre ni clément, ni juste ni pitoyableŒæ; il ne peut pas non plus íÈtre méchant et vindicatifŒæŒé. Cette conception plus intellectualiste de la pitié se rapproche de la pensée de Wollaston...ŒæŒé.",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,188,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,125,Book,Œ‚ŒæLaissant donc tous les livres scientifiquesäó_ et méditant sur les premières et plus simples opérations de l'Âme humaineäó_ŒæŒé,bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,244,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,157-158,Book,"Œ‚ŒæLe Physique est ce désir général qui porte un sexe à s'unir à l'autreŒæ; le moral est ce qui détermine ce désir et le fixe sur un seul objet exclusivement, ou qui du moins lui donne pour cet objet préféré un plus grand degré d'énergieŒæŒé (p. 158).",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,379,c,Footnote,https://derridas-margins.princeton.edu/titles/192/,149,Book,Œ‚ŒæLe présent de l'infinitifŒæŒé (édition 1782).,bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,321,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,148,Book,"Œ‚ŒæLe premier langage de l'homme, le langage le plus universel, le plus énergique, et le seul dont il eut besoin avant qu'il
fallíét persuader des hommes assemblés, est le cri de la Nature... Quand les idées des hommes commencèrent à s'étendre et à se multiplier, et qu'il s'établit entre eux une communication plus étroite, ils cherchèrent des signes plus
nombreux et un langage plus étenduŒæ: *Ils multiplièrent les inflexions de la voix, et y joignirent les gestes, qui, par leur
Nature, sont plus expressifs, et dont le sens dépend moins d'une détermination antérieure*ŒæŒé. (P. 148. Nous soulignons.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,252,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,143,Book,"Œ‚ŒæLes seuls biens qu'il [l'animal] connaisse dans l'Univers sont la nourriture, une femelle et le reposŒæ; les seuls maux
qu'il craigne, sont la douleur et la faim. Je dis la douleur, et non la mortŒæ; car jamais l'animal ne saura ce que c'est que mourir, et la connaissance de la mort, et de ses terreurs, est une des premières acquisitions que l'homme ait faites, en s'éloignant de la condition animale.ŒæŒé (Second *Discours*, p. 143.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,343,e,Quotation,https://derridas-margins.princeton.edu/titles/192/,,Book,"Œ‚ŒæLes véritables langues n'ont point une origine domestique, il n'y a qu'une convention plus générale et plus durable qui les puisse établir. Les sauvages de l'Amérique ne parlent presque jamais que hors de chez euxŒæ; chacun garde le silence
dans sa cabane, il parle par signes à sa familleŒæ; et ces signes sont peu fréquents, parce qu'un sauvage est moins inquiet, moins impatient, qu'un Européen, qu'il n'a pas tant de besoins, et qu'il prend soin d'y pourvoir lui-míÈme.ŒæŒé",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,321,b,Quotation,https://derridas-margins.princeton.edu/titles/192/,148-149,Book,"Œ‚ŒæMais comme le geste n'indique guère que les *objets présents* ou faciles à décrire et les *actions visibles*Œæ; qu'il n'est pas d'un usage universel, puisque l'obscurité, ou l'interposition d'un corps le rendent inutile, *et qu'il exige l'attention plutíÇt qu'il ne l'excite*Œæ; on s'avisa enfin de lui substituer les articulations de la voix, qui, sans avoir le míÈme rapport avec certaines idées, sont plus propres à les représenter toutes, comme signes instituésŒæ; *substitution* qui ne put se faire que d'un commun consentement et d'une manière assez difficile à pratiquer pour des hommes dont les organes grossiers n'avaient encore aucun exercice, et plus difficile encore à concevoir en elle-míÈme, puisque cet accord unanime dut íÈtre motivé, et que la parole paraí¬t avoir été fort nécessaire pour établir l'usage de la parole.ŒæŒé (Pp. 148-149. Nous soulignons.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,259,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,153-154,Book,"Œ‚ŒæN'allons pas surtout conclure avec Hobbes que pour n'avoir aucune idée de la bonté, l'homme soit naturellement méchant, qu'il soit vicieux parce qu'il ne connaí¬t pas la vertu, ... Hobbes n'a pas vu que la míÈme cause qui empíÈche les Sauvages d'user de leur raison, comme le prétendent nos Jurisconsultes, les empíÈche en míÈme temps d'abuser de leurs facultés, comme il le prétend lui-míÈmeŒæ; de sorte qu'on pourrait dire que les Sauvages ne sont pas méchants précisément,
parce qu'ils ne savent pas ce que c'est qu'íÈtre bonsŒæ; car ce n'est ni le développement des lumières, ni le frein de la Loi,
mais le calme des passions et l'ignorance du vice qui les empíÈche de mal faireŒæ; tanto plus in illis proficit vitiorum
ignoratio, quam in his cognitio virtutis.ŒæŒé",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,380,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,143,Book,"Œ‚ŒæNous ne cherchons à connaí¬tre, que parce que nous désirons de jouir.ŒæŒé (Second *Discours*, p. 143.)",bookSection,1755,"Rousseau, Jean-Jacques",fr
25,Discours sur l'origine et les fondements de l'inégalité parmi les hommes,241,a,Quotation,https://derridas-margins.princeton.edu/titles/192/,157,Book,"Œ‚ŒæParmi les passions qui agitent le cÅñur de l'homme, il en est une ardente, impétueuse, qui rend un sexe nécessaire à l'autreŒæ; passion terrible qui brave tous les dangers, renverse tous les obstacles, et qui, dans ses fureurs, semble propre à
détruire le Genre-humain, qu'elle est destinée à conserver. Que deviendront les hommes en proie à cette rage effrénée et brutale, sans pudeur, sans retenue, et se disputant chaque jour leurs amours au prix de leur sang?ŒæŒé *Discours*, p. 157.",bookSection,1755,"Rousseau, Jean-Jacques",fr
